episode_idx,task_family,no_workflow_id,mem_workflow_id,no_trace_file,mem_trace_file,no_agent_sequence,mem_agent_sequence,no_retrieve_memory_events,mem_retrieve_memory_events,no_selected_memories,mem_selected_memories,no_memory_refs,mem_memory_refs,no_support_only_count,mem_support_only_count,no_changed_agent_selection_count,mem_changed_agent_selection_count,no_changed_ordering_count,mem_changed_ordering_count,no_changed_recovery_count,mem_changed_recovery_count,no_decisions_full,mem_decisions_full,no_decisions_effective,mem_decisions_effective,decision_diff_full_count,decision_diff_full_summary,decision_diff_effective_count,decision_diff_effective_summary,memory_changed_scheduling_decisions,no_agent_call_count,mem_agent_call_count,no_retry_count,mem_retry_count,no_replan_count,mem_replan_count,no_total_cost,mem_total_cost,no_avg_cost,mem_avg_cost,no_total_latency_sec,mem_total_latency_sec,no_avg_latency_sec,mem_avg_latency_sec
59,evidence_based_writing,c2b7ed01-9109-44f3-bbbf-5b9ea68257bf,71673ccf-cb72-428d-9c39-dc0d40a05a6f,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c2b7ed01-9109-44f3-bbbf-5b9ea68257bf.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\71673ccf-cb72-428d-9c39-dc0d40a05a6f.jsonl,writer|researcher|researcher|researcher|researcher,writer|researcher|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,0,,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.888,0.946,0.1776,0.1892
60,dynamic_recovery,f284e7cb-bfe2-4a2e-9c80-e35dfa73f049,d698fdf2-d93f-4100-9e9d-9710fddfe299,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f284e7cb-bfe2-4a2e-9c80-e35dfa73f049.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\d698fdf2-d93f-4100-9e9d-9710fddfe299.jsonl,writer|writer|writer|writer|writer|recovery|recovery,writer|writer|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|retry|call_agent:writer|retry|call_agent:writer|call_agent:writer|retry|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,10,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:retry != call_agent:recovery; 4:call_agent:writer != finalize; 5:call_agent:writer != <none>; 6:retry != <none>; 7:call_agent:writer != <none>; 8:call_agent:recovery != <none>; ...,10,1:retry != call_agent:writer; 2:call_agent:writer != call_agent:recovery; 3:retry != call_agent:recovery; 4:call_agent:writer != finalize; 5:call_agent:writer != <none>; 6:retry != <none>; 7:call_agent:writer != <none>; 8:call_agent:recovery != <none>; ...,True,7,4,3,0,0,0,0.0,0.0,0.0,0.0,1.567,0.551,0.223857,0.13775
61,code_review,f6a53e2f-2503-49f4-8495-e4498726cf9d,eaab7dfd-57e2-4794-bd08-3373d96a29ad,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f6a53e2f-2503-49f4-8495-e4498726cf9d.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\eaab7dfd-57e2-4794-bd08-3373d96a29ad.jsonl,planner|researcher|writer|critic,planner|planner|researcher|researcher|writer|critic,0,9,,4b7af98d-2e35-4c01-bc5b-6c16ca418ebc,,4b7af98d-2e35-4c01-bc5b-6c16ca418ebc,0,9,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|retry|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,18,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,8,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:critic != call_agent:researcher; 4:finalize != retry; 5:<none> != call_agent:researcher; 6:<none> != call_agent:writer; 7:<none> != call_agent:critic; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.837,1.425,0.20925,0.2375
62,debugging,1df47895-4033-4895-98ce-fe050f1c0d04,61bbe253-a55f-43c5-97a5-79125a9c3b54,experiments\stabilization_sprint_20260508\traces\mas_no_memory\1df47895-4033-4895-98ce-fe050f1c0d04.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\61bbe253-a55f-43c5-97a5-79125a9c3b54.jsonl,writer|writer|critic|critic|writer,researcher|critic|critic|writer|writer,0,7,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,,158dd7a4-a12e-41b3-a62f-8d5ecb6df0b3,0,5,0,2,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:critic|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:writer|call_agent:writer|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:researcher|call_agent:critic|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,14,0:call_agent:writer != retrieve_memory:1; 1:call_agent:writer != call_agent:researcher; 2:call_agent:critic != retrieve_memory:1; 3:retry != call_agent:critic; 4:call_agent:critic != retrieve_memory:1; 5:call_agent:writer != call_agent:critic; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:writer; ...,4,0:call_agent:writer != call_agent:researcher; 1:call_agent:writer != call_agent:critic; 3:retry != call_agent:writer; 4:call_agent:critic != retry,True,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.979,0.893,0.1958,0.1786
63,evidence_based_writing,eb4af278-4fd3-46b1-9534-b384f8d24983,fc0589ce-2a75-442b-8ec5-ab912974ab3c,experiments\stabilization_sprint_20260508\traces\mas_no_memory\eb4af278-4fd3-46b1-9534-b384f8d24983.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\fc0589ce-2a75-442b-8ec5-ab912974ab3c.jsonl,writer|writer|researcher|researcher|researcher|researcher,writer|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|retry|call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,7,1:retry != call_agent:researcher; 2:call_agent:writer != call_agent:researcher; 4:retry != finalize; 5:call_agent:researcher != <none>; 6:call_agent:researcher != <none>; 7:call_agent:researcher != <none>; 8:finalize != <none>,7,1:retry != call_agent:researcher; 2:call_agent:writer != call_agent:researcher; 4:retry != finalize; 5:call_agent:researcher != <none>; 6:call_agent:researcher != <none>; 7:call_agent:researcher != <none>; 8:finalize != <none>,True,6,4,2,0,0,0,0.0,0.0,0.0,0.0,1.482,0.671,0.247,0.16775
64,code_review,c3177465-9b7b-4c65-95e9-dad52abc41b4,456a499f-0263-4ddb-b858-5f03795178c5,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c3177465-9b7b-4c65-95e9-dad52abc41b4.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\456a499f-0263-4ddb-b858-5f03795178c5.jsonl,planner|planner|researcher|writer|critic,planner|researcher|writer|critic,0,5,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,0,5,0,0,0,0,0,0,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,9,0:call_agent:planner != retrieve_memory:1; 1:retry != call_agent:planner; 2:call_agent:planner != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != call_agent:critic; 8:<none> != retrieve_memory:1; ...,6,1:retry != call_agent:researcher; 2:call_agent:planner != call_agent:writer; 3:call_agent:researcher != call_agent:critic; 4:call_agent:writer != finalize; 5:call_agent:critic != <none>; 6:finalize != <none>,True,5,4,1,0,0,0,0.0,0.0,0.0,0.0,1.057,0.732,0.2114,0.183
65,data_analysis,5d7c2b76-4ed3-4280-b51a-521bab232054,d4dfeacd-2315-4b95-a461-c47197ba7393,experiments\stabilization_sprint_20260508\traces\mas_no_memory\5d7c2b76-4ed3-4280-b51a-521bab232054.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\d4dfeacd-2315-4b95-a461-c47197ba7393.jsonl,planner|researcher|writer|critic,planner|planner|researcher|writer|critic,0,7,,8f391f64-6e38-46ef-8b3e-b9a83b2fb01b,,8f391f64-6e38-46ef-8b3e-b9a83b2fb01b,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|retry|retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|retry|call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != retry; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:planner; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:researcher; ...,6,1:call_agent:researcher != retry; 2:call_agent:writer != call_agent:planner; 3:call_agent:critic != call_agent:researcher; 4:finalize != call_agent:writer; 5:<none> != call_agent:critic; 6:<none> != finalize,True,4,5,0,1,0,0,0.0,0.0,0.0,0.0,0.66,0.914,0.165,0.1828
66,evidence_based_writing,6479f1fa-5b4b-4153-bd57-595923fb83e2,9985893a-58b3-4592-9218-29ecaa089c7d,experiments\stabilization_sprint_20260508\traces\mas_no_memory\6479f1fa-5b4b-4153-bd57-595923fb83e2.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\9985893a-58b3-4592-9218-29ecaa089c7d.jsonl,writer|researcher|researcher|researcher,writer|researcher|researcher|researcher|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|call_agent:researcher|retry|call_agent:researcher|finalize,8,2:call_agent:researcher != retry; 4:finalize != call_agent:researcher; 5:<none> != retry; 6:<none> != call_agent:researcher; 7:<none> != call_agent:researcher; 8:<none> != retry; 9:<none> != call_agent:researcher; 10:<none> != finalize,8,2:call_agent:researcher != retry; 4:finalize != call_agent:researcher; 5:<none> != retry; 6:<none> != call_agent:researcher; 7:<none> != call_agent:researcher; 8:<none> != retry; 9:<none> != call_agent:researcher; 10:<none> != finalize,True,4,7,0,3,0,0,0.0,0.0,0.0,0.0,0.815,1.877,0.20375,0.268143
67,code_review,a4f7254e-5077-4074-8645-ba11a34868dc,be9e3e87-6bce-4798-86e8-dd1377ca0621,experiments\stabilization_sprint_20260508\traces\mas_no_memory\a4f7254e-5077-4074-8645-ba11a34868dc.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\be9e3e87-6bce-4798-86e8-dd1377ca0621.jsonl,planner|researcher|researcher|writer|critic,planner|researcher|writer|writer|critic,0,7,,4b7af98d-2e35-4c01-bc5b-6c16ca418ebc,,4b7af98d-2e35-4c01-bc5b-6c16ca418ebc,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,13,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != retry; 8:<none> != retrieve_memory:1; ...,2,2:retry != call_agent:writer; 3:call_agent:researcher != retry,True,5,5,1,1,0,0,0.0,0.0,0.0,0.0,0.865,1.28,0.173,0.256
68,content_creation,944a1e3c-8faa-46e5-b215-c7a3507da4e0,8b4980f4-fcc5-4d95-ae0d-d585692ca363,experiments\stabilization_sprint_20260508\traces\mas_no_memory\944a1e3c-8faa-46e5-b215-c7a3507da4e0.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\8b4980f4-fcc5-4d95-ae0d-d585692ca363.jsonl,planner|researcher|writer|writer|critic|critic,planner|researcher|writer|critic,0,5,,1cab6efa-dfa3-4688-a775-5819a128ec8a,,1cab6efa-dfa3-4688-a775-5819a128ec8a,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|retry|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,9,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:retry != call_agent:researcher; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:retry != retrieve_memory:1; 8:finalize != retrieve_memory:1; ...,6,3:retry != call_agent:critic; 4:call_agent:writer != finalize; 5:call_agent:critic != <none>; 6:retry != <none>; 7:call_agent:critic != <none>; 8:finalize != <none>,True,6,4,2,0,0,0,0.0,0.0,0.0,0.0,1.209,0.984,0.2015,0.246
69,multi_source_conflict,0508df3c-ae20-4d0c-9c5a-005bf48ca6f1,c9bdfc65-433c-41c9-8a85-bbadfbe318c4,experiments\stabilization_sprint_20260508\traces\mas_no_memory\0508df3c-ae20-4d0c-9c5a-005bf48ca6f1.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c9bdfc65-433c-41c9-8a85-bbadfbe318c4.jsonl,writer|researcher|critic|writer|writer,writer|researcher|researcher|critic|writer|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,6,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:retry != call_agent:critic; 6:finalize != retry; 7:<none> != call_agent:writer; 8:<none> != finalize,6,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 4:retry != call_agent:critic; 6:finalize != retry; 7:<none> != call_agent:writer; 8:<none> != finalize,True,5,6,1,2,0,0,0.0,0.0,0.0,0.0,1.248,1.292,0.2496,0.215333
70,multi_source_conflict,d525e423-bc1a-4479-9764-f6444cbf47d3,727d178a-2c2a-4773-9391-b4b09e73e45c,experiments\stabilization_sprint_20260508\traces\mas_no_memory\d525e423-bc1a-4479-9764-f6444cbf47d3.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\727d178a-2c2a-4773-9391-b4b09e73e45c.jsonl,writer|researcher|critic|writer,writer|researcher|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,0,,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.928,0.798,0.232,0.1995
71,dynamic_recovery,cde0e5ec-e7c1-41e3-a8bb-8a57662d9b0c,c617b81a-9f01-4e39-ba96-c6afa4db7ebd,experiments\stabilization_sprint_20260508\traces\mas_no_memory\cde0e5ec-e7c1-41e3-a8bb-8a57662d9b0c.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\c617b81a-9f01-4e39-ba96-c6afa4db7ebd.jsonl,writer|writer|recovery|recovery,writer|writer|recovery|recovery,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,call_agent:writer|call_agent:writer|call_agent:recovery|call_agent:recovery|finalize,0,,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.648,0.707,0.162,0.17675
72,content_creation,f7bc338e-e796-4afb-ba5a-92b6c17236ec,fd33f55b-8f53-48e4-b2f7-f9d8c5534ebf,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f7bc338e-e796-4afb-ba5a-92b6c17236ec.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\fd33f55b-8f53-48e4-b2f7-f9d8c5534ebf.jsonl,planner|researcher|writer|writer|critic,planner|researcher|writer|writer|critic,0,7,,185cc9ef-55d0-4d0c-926e-5a3ed7d2f593,,185cc9ef-55d0-4d0c-926e-5a3ed7d2f593,0,7,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|retry|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|retry|call_agent:writer|call_agent:critic|finalize,14,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:retry != call_agent:researcher; 4:call_agent:writer != retrieve_memory:1; 5:call_agent:critic != call_agent:writer; 6:finalize != retrieve_memory:1; 7:<none> != retry; ...,0,,False,5,5,1,1,0,0,0.0,0.0,0.0,0.0,1.039,1.131,0.2078,0.2262
73,evidence_based_writing,c9f3aecb-8e87-437a-bdac-f8ff5e09ca48,927db98e-5de9-4c0d-8a88-0379f8d5ad33,experiments\stabilization_sprint_20260508\traces\mas_no_memory\c9f3aecb-8e87-437a-bdac-f8ff5e09ca48.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\927db98e-5de9-4c0d-8a88-0379f8d5ad33.jsonl,writer|researcher|researcher|researcher,writer|researcher|researcher|researcher,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,call_agent:writer|call_agent:researcher|call_agent:researcher|call_agent:researcher|finalize,0,,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.823,0.693,0.20575,0.17325
74,form_submission,cefecc42-b465-4917-9c81-a5a13e12b558,ec04315c-47a2-4935-b3c9-f979d7ba82c8,experiments\stabilization_sprint_20260508\traces\mas_no_memory\cefecc42-b465-4917-9c81-a5a13e12b558.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\ec04315c-47a2-4935-b3c9-f979d7ba82c8.jsonl,writer|researcher|critic|writer,writer|writer|researcher|critic|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|finalize,call_agent:writer|retry|call_agent:writer|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,8,1:call_agent:researcher != retry; 2:call_agent:critic != call_agent:writer; 3:call_agent:writer != call_agent:researcher; 4:finalize != call_agent:critic; 5:<none> != retry; 6:<none> != call_agent:critic; 7:<none> != call_agent:writer; 8:<none> != finalize,8,1:call_agent:researcher != retry; 2:call_agent:critic != call_agent:writer; 3:call_agent:writer != call_agent:researcher; 4:finalize != call_agent:critic; 5:<none> != retry; 6:<none> != call_agent:critic; 7:<none> != call_agent:writer; 8:<none> != finalize,True,4,6,0,2,0,0,0.0,0.0,0.0,0.0,0.783,1.447,0.19575,0.241167
75,code_review,bbfd0bfd-127d-4afb-9ab1-b712dc45c930,7ea9e20b-70be-4fbf-87ea-716cc613a261,experiments\stabilization_sprint_20260508\traces\mas_no_memory\bbfd0bfd-127d-4afb-9ab1-b712dc45c930.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\7ea9e20b-70be-4fbf-87ea-716cc613a261.jsonl,planner|researcher|writer|critic,planner|researcher|writer|critic,0,5,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,,725a3f81-1a5b-47fb-b00f-4b958aace7b8,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:critic|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:critic|finalize,10,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:call_agent:writer != retrieve_memory:1; 3:call_agent:critic != call_agent:researcher; 4:finalize != retrieve_memory:1; 5:<none> != call_agent:writer; 6:<none> != retrieve_memory:1; 7:<none> != call_agent:critic; ...,0,,False,4,4,0,0,0,0,0.0,0.0,0.0,0.0,0.867,0.47,0.21675,0.1175
76,multi_source_conflict,f8af75ce-2f66-43c8-bb33-311787eebe66,e6c2090e-188b-40aa-af92-148a56ba9831,experiments\stabilization_sprint_20260508\traces\mas_no_memory\f8af75ce-2f66-43c8-bb33-311787eebe66.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e6c2090e-188b-40aa-af92-148a56ba9831.jsonl,writer|researcher|critic|writer|writer,writer|researcher|researcher|researcher|critic|critic|writer,0,0,,,,,0,0,0,0,0,0,0,0,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|call_agent:critic|call_agent:writer|retry|call_agent:writer|finalize,call_agent:writer|call_agent:researcher|retry|call_agent:researcher|retry|call_agent:researcher|call_agent:critic|retry|call_agent:critic|call_agent:writer|finalize,8,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 5:call_agent:writer != call_agent:researcher; 6:finalize != call_agent:critic; 7:<none> != retry; 8:<none> != call_agent:critic; 9:<none> != call_agent:writer; 10:<none> != finalize,8,2:call_agent:critic != retry; 3:call_agent:writer != call_agent:researcher; 5:call_agent:writer != call_agent:researcher; 6:finalize != call_agent:critic; 7:<none> != retry; 8:<none> != call_agent:critic; 9:<none> != call_agent:writer; 10:<none> != finalize,True,5,7,1,3,0,0,0.0,0.0,0.0,0.0,1.085,1.715,0.217,0.245
77,research_report,b5798cf3-b362-4ead-8a37-79d7725a0c8a,e2ac3cf6-2e51-494e-ac56-8a110999b451,experiments\stabilization_sprint_20260508\traces\mas_no_memory\b5798cf3-b362-4ead-8a37-79d7725a0c8a.jsonl,experiments\stabilization_sprint_20260508\traces\mas_orchestrator_memory\e2ac3cf6-2e51-494e-ac56-8a110999b451.jsonl,planner|researcher|researcher|writer|writer|writer,planner|researcher|writer|writer,0,5,,903812d2-fcf8-453e-b829-37e6ae9037ed,,903812d2-fcf8-453e-b829-37e6ae9037ed,0,5,0,0,0,0,0,0,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,retrieve_memory:1|call_agent:planner|retrieve_memory:1|call_agent:researcher|retrieve_memory:1|call_agent:writer|retrieve_memory:1|call_agent:writer|retrieve_memory:1|finalize,call_agent:planner|call_agent:researcher|retry|call_agent:researcher|call_agent:writer|call_agent:writer|retry|call_agent:writer|finalize,call_agent:planner|call_agent:researcher|call_agent:writer|call_agent:writer|finalize,7,0:call_agent:planner != retrieve_memory:1; 1:call_agent:researcher != call_agent:planner; 2:retry != retrieve_memory:1; 4:call_agent:writer != retrieve_memory:1; 6:retry != retrieve_memory:1; 8:finalize != retrieve_memory:1; 9:<none> != finalize,7,2:retry != call_agent:writer; 3:call_agent:researcher != call_agent:writer; 4:call_agent:writer != finalize; 5:call_agent:writer != <none>; 6:retry != <none>; 7:call_agent:writer != <none>; 8:finalize != <none>,True,6,4,2,0,0,0,0.0,0.0,0.0,0.0,1.51,0.594,0.251667,0.1485
